client_id,group_test
6997825,control
1894060,test
7646044,test
3202302,test
3504237,test
4941347,test
7019864,control
6433377,control
3608206,control
1633550,test
9902427,test
2395006,control
5938067,test
4945619,test
8331742,control
2395779,control
518097,control
7702566,test
8170337,control
6997573,control
8448636,control
1711882,test
2734383,control
1873829,control
5488621,control
126090,control
5795234,test
6355166,control
1087634,test
627647,test
1590631,test
1946236,control
8833735,test
3093476,test
7807666,test
201394,test
191749,control
4937056,control
8315689,control
7656799,control
1074213,test
7816047,control
3940649,control
8124451,control
4253705,control
8042778,control
1563878,test
1493065,test
5788539,control
7872884,control
3145003,control
9611285,test
2484038,test
582548,test
7009981,control
7685873,test
7598836,control
6045164,test
1213795,test
4500109,test
5627926,test
6598485,control
50692,control
7634812,test
7190064,control
883254,test
1951762,test
5806682,test
9614486,test
6438491,test
815790,test
3476526,test
2395415,test
9106860,test
1887639,control
1869973,control
2931057,control
4901308,control
7698174,control
1855398,control
8206815,test
7058363,control
5141165,control
204888,test
2707817,test
3181054,test
8064588,control
6565725,control
1609281,test
5119926,test
2831452,control
8943831,test
9659516,test
7993618,test
6244970,test
8902017,test
672484,control
3116584,control
8212752,test
9681771,control
1507359,control
7963601,test
7723642,control
259228,test
6560561,test
7001154,test
5077676,control
7062479,control
5288701,test
2735502,test
4081355,test
3815559,test
4669127,test
9916676,test
7477767,test
6864754,control
545350,test
2282698,test
3510532,control
9025077,control
9436371,control
9552319,control
7082310,test
9856717,control
4457807,test
7320878,control
9281398,control
5864399,control
5249755,control
4430662,test
1546645,test
2849825,test
4823673,test
2116988,test
9191139,control
6615993,test
6685352,control
1649862,test
5440001,test
6427730,control
6879669,control
1827406,control
4371606,control
491746,test
8471139,control
1906211,control
4696610,control
8554894,test
4744151,control
5749834,control
4562878,test
4345846,control
2856330,test
4715511,control
4853550,test
1183663,control
6275547,control
1287238,test
2135699,test
590121,control
1367110,test
5818628,test
179489,control
5908228,test
1395147,test
5578646,control
5074993,test
3965494,control
5647732,control
5668399,test
774581,test
6816135,test
9273012,control
9386447,control
824375,test
6601330,test
4533691,control
400621,control
7417737,test
133631,control
9610699,test
7933700,control
8502914,test
2626703,test
4863224,test
1548295,control
9398460,control
3574698,control
4565738,test
2077990,test
9573863,test
3979917,control
5702519,test
2566429,test
8483908,control
5744987,test
1133006,control
674671,test
1981568,test
1029502,control
6144296,control
2422177,control
9875600,test
7018685,test
2038876,test
9543769,control
3564724,control
784619,test
1605061,test
9441561,control
7178882,test
2785779,control
3232,test
5707612,control
1709923,control
4704745,test
1075613,control
3742706,control
6406288,test
8588895,test
3194840,test
7985391,control
5915017,control
98337,test
6457558,test
3317557,test
6259522,test
7056998,control
7359857,control
682367,control
409987,test
8024933,test
6351678,control
5990735,test
2863360,control
2618189,test
4520299,control
7952920,control
614978,control
9627836,test
450614,control
7305586,control
7391082,control
2940929,test
6504585,control
7533358,control
2682870,test
1741236,control
5847311,test
4868086,test
3941526,control
8713813,test
14690,test
9468174,control
8606507,control
8517544,control
1366802,control
187902,test
4061908,test
4177841,control
585528,test
5437172,test
1265437,control
6088025,test
7426124,test
9012353,test
5845,test
4444202,test
185096,test
5484704,test
2884308,test
1110622,control
9490554,test
1677722,test
6576648,control
4885405,control
8737107,control
4475114,test
7294595,control
8827174,test
2139307,test
187498,test
3736324,control
5244585,control
6336914,control
3283879,control
2613840,control
2534741,test
2075007,control
9016678,test
7098405,control
3730736,control
5443224,test
9282426,control
5079615,control
3954324,test
6298404,control
5051667,test
4281434,test
8163507,test
6739855,test
5258269,control
4287260,test
3168385,control
7105437,test
7577463,control
4627237,test
9235078,test
7072519,test
2288638,control
568159,control
6000981,test
4112456,test
5828623,test
1991963,control
6090076,test
4139631,control
4179527,test
7343199,control
480995,test
8435705,test
2067466,control
5013932,test
5805302,test
432789,test
2042144,test
8700218,control
8095818,control
665645,test
3181060,control
3387602,test
5153966,test
3461985,test
7872084,control
9161780,control
4709095,test
2788033,control
9256349,control
6242960,test
8265335,test
729236,test
7693596,test
1303379,control
6710265,control
5997731,control
2500352,control
7944139,test
7418794,control
9410670,test
675167,control
5939099,control
6647386,test
9152586,control
1420660,control
6947535,test
6725918,control
3476892,control
6619164,test
727016,control
1139805,control
6871269,control
2255127,test
9824309,control
5851688,control
3959160,test
7145486,control
9744503,control
1195,control
1023699,test
4043285,test
7872843,test
5880385,control
3817332,test
9379016,control
1332470,test
3544228,test
1919346,control
7194058,test
3728532,control
8823500,test
7211752,control
6837121,test
3214937,test
4197302,test
3717025,test
1034855,test
951910,control
438959,test
8791189,control
3639173,test
6146683,test
9315996,test
4161696,test
277875,control
9640815,test
8984270,test
6731654,control
97424,test
734462,test
1035115,control
6311942,control
7975433,test
2348515,test
6052127,test
7201571,test
1662273,test
4062868,test
6472361,control
1958941,test
835985,control
8161704,control
9362919,control
6209257,test
555410,test
7565793,control
4207065,test
6225921,test
9709813,control
6283380,control
2434043,test
8444793,test
666049,control
9152344,control
9730777,control
1305341,test
539876,test
9486407,test
2996254,test
8783587,control
1445317,test
5682006,test
1949499,test
3340172,test
5676428,test
5038157,test
4145904,control
4257130,control
433498,test
3608710,test
7427307,test
5802342,test
9115136,test
3812786,test
549586,test
9163836,control
1597883,test
8617107,test
7496689,test
9646052,test
9107799,control
8715267,control
8273085,control
1927544,control
4925988,test
4376856,test
5792648,test
8761665,control
9638063,test
2062515,test
7574065,control
6866442,control
5951127,control
3252191,control
7894885,test
1240190,control
1159819,control
4625714,control
1698311,control
7088457,test
1007207,test
5865037,control
7717237,control
7512056,test
6634826,control
8565387,test
9627002,control
1616184,control
7041765,test
6490984,test
171583,test
4514081,test
4023983,control
3739438,control
1170325,test
9551191,test
51814,control
6972505,control
3274136,control
9034572,control
1588483,control
4803418,test
8794692,test
3882881,control
7662754,test
9673536,control
851703,test
4159288,test
5696039,control
7413872,test
7746186,test
6754609,test
5612472,test
9220017,control
4179288,control
4952273,control
4881503,test
8845269,test
3429239,test
9799728,control
4382517,control
8646281,test
9976102,control
3451071,control
3683394,control
3689957,control
1871853,test
7306047,control
8579832,test
1128333,test
9208111,test
6087384,test
9119907,control
5945202,test
7797739,test
528496,control
839368,test
7763597,control
6531629,control
3277329,test
1130170,control
8596299,control
5174359,test
9387746,control
5552661,control
9267234,control
649643,control
1343618,test
7042897,control
6717435,control
2992443,control
7353115,test
9502210,control
4822934,control
6317042,test
8671792,control
2931528,control
4814310,control
1221160,control
967001,test
9479474,control
4119087,control
5187151,test
21522,test
7355972,control
1287060,test
9577290,control
9702505,test
2203401,control
562620,test
160616,control
5626825,test
4776536,test
1163998,control
4727272,control
8412223,control
3873309,test
5300098,control
6634320,test
8365378,control
4315514,test
5625527,control
3671973,control
6024480,test
4739615,control
3477878,test
9013993,control
8923376,test
7662927,control
382897,test
2577696,test
2050885,control
6535723,control
4864139,control
3831998,test
419807,test
609258,test
8909784,test
1019589,control
5952641,control
5433522,control
8687920,test
9305815,control
868443,control
653514,control
1579315,test
7953598,test
2990066,test
7379141,control
2331634,test
6043145,test
5820328,control
2866912,control
884881,test
2837711,test
9014786,test
6934467,test
416876,control
8537968,control
5156720,control
5794987,control
9812753,control
7728720,control
8178009,control
2642906,test
3351420,control
9605920,test
6773877,control
5687007,control
5970242,control
193111,test
1346799,control
976546,control
4244298,test
7245262,test
2914011,test
2000326,control
6002020,test
4910229,control
3271713,control
806546,control
8015112,control
3201422,test
3962932,test
5275149,control
8051726,test
9439343,control
1833626,test
1266731,control
5612059,test
4699938,control
2795570,control
4468780,control
3223326,test
8728746,control
5172248,test
2988143,test
5182958,control
1836254,test
7071370,control
5117722,control
325301,control
9281816,test
5660828,test
1608093,control
2725837,control
7478327,test
3675878,control
8072602,control
2170845,control
9944156,control
6219677,test
7365634,control
6189211,test
2165764,control
904844,control
5077484,test
6518928,test
3902353,control
9812363,test
3576276,control
7495691,control
9255104,control
4352933,test
3563974,test
6129501,test
4449433,control
8806351,test
7913947,control
8052520,control
4713503,test
6549914,control
4015423,test
3507648,test
9265957,test
4648428,test
3450870,control
9508604,test
1148502,control
2647562,test
2743053,test
5114480,control
1913649,control
8385830,control
6276190,test
8708857,test
1116619,test
9781128,test
5288869,test
2001189,control
6103015,control
6973479,test
2570380,control
3716716,test
287737,control
4292744,test
4805558,control
9454555,test
4967237,control
4359763,control
6836577,test
7006564,control
6618281,control
1384451,control
4864043,control
9082516,test
7175242,control
5126201,test
9994407,control
7951273,test
6260467,control
7787484,test
193303,test
6917276,control
6052976,control
1915796,control
535661,test
6810950,test
6854608,control
7014572,test
9851327,control
672250,test
6142623,control
7764241,test
610835,test
1829420,test
8852723,test
8062247,control
2604064,control
6345263,test
4551817,test
7323516,control
1228762,test
8211265,test
3909705,control
3451446,test
8624201,test
2415149,test
3556339,test
9600654,test
7850280,control
5894785,control
1704369,control
6909769,test
8725703,test
7395578,control
7353047,control
178853,control
8821670,test
4048382,test
8374114,control
644419,control
1940593,test
2813719,control
8089480,test
4118402,test
7333289,test
2846646,control
9358241,control
6686652,control
4421378,control
3797711,control
2986109,test
4339537,test
4711787,control
